filename,ID,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
./data/Audio_samples/Positive/q9AJkEfjEtQYaUFVbbFl1cN7TKH3_Positive_heavy-cough.wav,q9AJkEfjEtQYaUFVbbFl1cN7TKH3,0.3810453414916992,0.009664230048656464,2102.9639484452405,1926.1919760048086,4049.31884765625,0.21630859375,-598.1702880859375,41.49702453613281,-8.273355484008789,20.115509033203125,0.42228829860687256,-4.561508655548096,-7.262103080749512,-10.534085273742676,-1.0608315467834473,-2.4446001052856445,2.321265459060669,-2.3706769943237305,-7.333542346954346,-1.472185492515564,-6.515129566192627,-8.267203330993652,-9.294160842895508,-9.232047080993652,-4.38102912902832,-7.201508522033691,Positive
./data/Audio_samples/Positive/9ES7TwETrndwNvdJMCShXkXT7qw1_Positive_heavy-cough.wav,9ES7TwETrndwNvdJMCShXkXT7qw1,0.3336087167263031,0.031331948935985565,1943.7331587036836,1798.7396435558385,3936.703973067434,0.16529605263157895,-455.71978759765625,58.24040603637695,3.164126396179199,7.6091790199279785,-31.820890426635742,-21.05193519592285,-21.180988311767578,-10.308061599731445,-3.9430668354034424,-12.683424949645996,-10.93767261505127,-3.8629825115203857,-0.10421893745660782,-6.003475189208984,-2.0041913986206055,-5.096497535705566,-9.776108741760254,-8.427788734436035,-3.5108978748321533,1.5349003076553345,Positive
./data/Audio_samples/Positive/iYwmYc9CdlSuzqGwIlXNWI6eFpm1_Positive_heavy-cough.wav,iYwmYc9CdlSuzqGwIlXNWI6eFpm1,0.41651684045791626,0.050443168729543686,2774.0821825370904,2000.3958120978516,5152.900261278974,0.22177130760209712,-368.6591491699219,39.26245880126953,-26.536548614501953,4.762044429779053,-14.892213821411133,-0.585259199142456,-20.757328033447266,-2.564260482788086,-12.038000106811523,0.86489337682724,-2.5295093059539795,-5.070924758911133,3.739280939102173,-8.215250015258789,0.5505306124687195,-9.085087776184082,-1.5193840265274048,-3.6728897094726562,-6.673995018005371,-3.4660348892211914,Positive
./data/Audio_samples/Positive/333NjqA1TfZJuICEdXSkPhVz0LA3_Positive_heavy-cough.wav,333NjqA1TfZJuICEdXSkPhVz0LA3,0.345191091299057,0.03797468915581703,1875.6373896581767,1735.9290223131056,3607.1226968930637,0.14181324512283236,-420.9852294921875,58.010894775390625,-16.392168045043945,7.6805315017700195,-23.530149459838867,-7.474970817565918,-3.788653612136841,-9.690320014953613,-9.6470308303833,-1.9566558599472046,-5.338473796844482,-9.521249771118164,-4.489461898803711,-12.170339584350586,-6.813534259796143,0.9318812489509583,-2.725922107696533,-9.531888961791992,-5.558154582977295,-4.377888202667236,Positive
./data/Audio_samples/Positive/gpreuyMvtSa8HJhGaliJ6E1Hwx53_Positive_heavy-cough.wav,gpreuyMvtSa8HJhGaliJ6E1Hwx53,0.3820127844810486,0.02692590095102787,1640.004403344935,1530.4763546850795,2820.6607216282896,0.14543071546052633,-438.6506042480469,98.89054107666016,-33.06820297241211,3.1600124835968018,2.4289870262145996,12.208734512329102,-24.8107967376709,-2.419735908508301,-8.18833065032959,-13.699313163757324,-9.540282249450684,-11.342589378356934,-5.614777088165283,-20.176902770996094,-6.240070343017578,-6.212067127227783,0.9785861372947693,-0.33242958784103394,-3.543079137802124,-5.669352054595947,Positive
./data/Audio_samples/Positive/N5TW03mmoXTTHqfhENFFJgSA8ni1_Positive_heavy-cough.wav,N5TW03mmoXTTHqfhENFFJgSA8ni1,0.3111208975315094,0.0314316563308239,1418.1064840225158,1260.9374189859288,2562.66650390625,0.07779017857142857,-443.5070495605469,57.81813430786133,-8.141331672668457,11.8344087600708,-10.077086448669434,-6.40410852432251,-9.232077598571777,-7.229189395904541,-7.897401809692383,-4.946008205413818,-2.467109441757202,-6.709582328796387,-3.123284339904785,-0.7973678112030029,-3.2366693019866943,-3.0150599479675293,-0.26108068227767944,-3.2135396003723145,-3.131563663482666,-3.1904306411743164,Positive
./data/Audio_samples/Positive/tDjXrO1dI4O35JJXPL3ihLvnAzl1_Positive_heavy-cough.wav,tDjXrO1dI4O35JJXPL3ihLvnAzl1,0.3358580470085144,0.05485847219824791,1715.7330449754177,1655.7063847962734,3191.6640337775734,0.1499712775735294,-407.14898681640625,61.41094970703125,-17.533794403076172,2.3931362628936768,-7.704997539520264,-2.937990427017212,-23.065101623535156,-14.254423141479492,-7.3213276863098145,7.271146297454834,-4.173792362213135,-16.09629249572754,-1.4292887449264526,-11.96090030670166,-11.476349830627441,-6.5167236328125,-1.1410408020019531,-11.034492492675781,-11.704864501953125,-5.353534698486328,Positive
./data/Audio_samples/Positive/EUjlCZyR0xMbOH31Je8knI3UdKO2_Positive_heavy-cough.wav,EUjlCZyR0xMbOH31Je8knI3UdKO2,0.2549404501914978,0.049752019345760345,1657.8550200862185,1220.9433512439387,2862.8269085305274,0.08797247561416185,-365.58154296875,43.08171081542969,-8.549970626831055,10.815711975097656,-13.76065444946289,-2.4796695709228516,-19.084550857543945,-10.724079132080078,-5.1768341064453125,-6.424367427825928,-2.866025447845459,-3.5859663486480713,-1.0409361124038696,-3.083394765853882,1.818810224533081,-1.4431408643722534,-2.7774837017059326,0.4080163240432739,0.08653082698583603,-0.5799771547317505,Positive
./data/Audio_samples/Positive/E3nlERKGBPcSO2PjEDJ6GrRKiy73_Positive_heavy-cough.wav,E3nlERKGBPcSO2PjEDJ6GrRKiy73,0.400022029876709,0.04723174497485161,2790.268486136098,1761.2801321643535,4695.448208787154,0.2266921251526873,-303.7978210449219,52.60896301269531,-57.27363967895508,33.09444046020508,-44.375186920166016,12.349056243896484,-19.48760223388672,-11.086031913757324,-16.204212188720703,0.8682940602302551,8.109021186828613,-14.458257675170898,0.24319182336330414,-7.120474338531494,3.649597406387329,-15.400359153747559,-8.112632751464844,-10.504132270812988,-12.106538772583008,-4.288422107696533,Positive
./data/Audio_samples/Positive/nRH1xhm8zjOVzAPYuBMgGMQtes22_Positive_heavy-cough.wav,nRH1xhm8zjOVzAPYuBMgGMQtes22,0.21307307481765747,0.04972102865576744,1014.0038945117251,884.4192464259104,1924.5425486010174,0.048841751453488375,-393.4095153808594,48.14413070678711,-11.422035217285156,12.677265167236328,-2.7964303493499756,0.7009748816490173,-13.216160774230957,-10.612054824829102,-7.963375568389893,-8.939434051513672,-5.843727111816406,-5.323737144470215,0.5948496460914612,-6.1728105545043945,-3.7427024841308594,-1.9555401802062988,-4.770001411437988,-0.8477749228477478,-3.9082489013671875,-1.6958367824554443,Positive
